id,nome,nivel,sexo,tipos,movimentos,habilidade,natureza,cur_hp,stats,imagem,legendario,mitico,geracao,danos
278,wingull,1,genderless,"['water', 'flying']","['water-pulse', 'brave-bird']",hydration,quirky,40,"[40, 30, 30, 30, 55, 85]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/278.png,False,False,generation-iii,"{'recebe_dano_duplo': ['grass', 'rock', 'ice', 'electric'], 'recebe_dano_metade': ['water', 'steel', 'grass', 'fighting', 'ice', 'fire', 'bug'], 'recebe_dano_zero': ['ground'], 'causa_dano_duplo': ['grass', 'rock', 'fighting', 'fire', 'ground', 'bug'], 'causa_dano_metade': ['water', 'steel', 'grass', 'rock', 'dragon', 'electric'], 'causa_dano_zero': []}"
279,pelipper,1,male,"['water', 'flying']","['water-sport', 'sky-attack']",drizzle,serious,60,"[60, 50, 100, 70, 95, 65]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/279.png,False,False,generation-iii,"{'recebe_dano_duplo': ['grass', 'rock', 'ice', 'electric'], 'recebe_dano_metade': ['water', 'steel', 'grass', 'fighting', 'ice', 'fire', 'bug'], 'recebe_dano_zero': ['ground'], 'causa_dano_duplo': ['grass', 'rock', 'fighting', 'fire', 'ground', 'bug'], 'causa_dano_metade': ['water', 'steel', 'grass', 'rock', 'dragon', 'electric'], 'causa_dano_zero': []}"
280,ralts,1,genderless,"['psychic', 'fairy']","['barrier', 'agility']",synchronize,bashful,28,"[28, 25, 25, 35, 45, 40]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/280.png,False,False,generation-iii,"{'recebe_dano_duplo': ['ghost', 'steel', 'dark', 'poison', 'bug'], 'recebe_dano_metade': ['fighting', 'bug', 'dark', 'psychic'], 'recebe_dano_zero': ['dragon'], 'causa_dano_duplo': ['fighting', 'poison', 'dragon', 'dark'], 'causa_dano_metade': ['fire', 'steel', 'psychic', 'poison'], 'causa_dano_zero': ['dark']}"
281,kirlia,1,male,"['psychic', 'fairy']","['luster-purge', 'guard-swap']",trace,bashful,38,"[38, 35, 35, 55, 65, 50]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/281.png,False,False,generation-iii,"{'recebe_dano_duplo': ['ghost', 'steel', 'dark', 'poison', 'bug'], 'recebe_dano_metade': ['fighting', 'bug', 'dark', 'psychic'], 'recebe_dano_zero': ['dragon'], 'causa_dano_duplo': ['fighting', 'poison', 'dragon', 'dark'], 'causa_dano_metade': ['fire', 'steel', 'psychic', 'poison'], 'causa_dano_zero': ['dark']}"
282,gardevoir,1,male,"['psychic', 'fairy']","['psychic', 'heal-block']",trace,docile,68,"[68, 65, 65, 115, 125, 80]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/282.png,False,False,generation-iii,"{'recebe_dano_duplo': ['ghost', 'steel', 'dark', 'poison', 'bug'], 'recebe_dano_metade': ['fighting', 'bug', 'dark', 'psychic'], 'recebe_dano_zero': ['dragon'], 'causa_dano_duplo': ['fighting', 'poison', 'dragon', 'dark'], 'causa_dano_metade': ['fire', 'steel', 'psychic', 'poison'], 'causa_dano_zero': ['dark']}"
283,surskit,1,female,"['bug', 'water']","['clamp', 'bubble']",swift-swim,bashful,40,"[40, 30, 32, 52, 50, 65]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/283.png,False,False,generation-iii,"{'recebe_dano_duplo': ['grass', 'rock', 'fire', 'flying', 'electric'], 'recebe_dano_metade': ['water', 'steel', 'grass', 'fighting', 'ice', 'fire', 'ground'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['dark', 'psychic', 'grass', 'rock', 'fire', 'ground'], 'causa_dano_metade': ['ghost', 'water', 'steel', 'fairy', 'grass', 'poison', 'dragon', 'fighting', 'fire', 'flying'], 'causa_dano_zero': []}"
284,masquerain,1,genderless,"['bug', 'flying']","['defend-order', 'peck']",intimidate,quirky,70,"[70, 60, 62, 82, 100, 80]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/284.png,False,False,generation-iii,"{'recebe_dano_duplo': ['rock', 'ice', 'fire', 'flying', 'electric'], 'recebe_dano_metade': ['fighting', 'bug', 'grass', 'ground'], 'recebe_dano_zero': ['ground'], 'causa_dano_duplo': ['dark', 'psychic', 'grass', 'fighting', 'bug'], 'causa_dano_metade': ['ghost', 'steel', 'fairy', 'poison', 'rock', 'fighting', 'fire', 'flying', 'electric'], 'causa_dano_zero': []}"
285,shroomish,1,male,['grass'],"['grass-knot', 'spore']",effect-spore,docile,60,"[60, 40, 60, 60, 40, 35]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/285.png,False,False,generation-iii,"{'recebe_dano_duplo': ['poison', 'ice', 'fire', 'bug', 'flying'], 'recebe_dano_metade': ['ground', 'water', 'grass', 'electric'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['ground', 'water', 'rock'], 'causa_dano_metade': ['steel', 'grass', 'poison', 'dragon', 'fire', 'bug', 'flying'], 'causa_dano_zero': []}"
286,breloom,1,female,"['grass', 'fighting']","['sky-uppercut', 'rock-smash']",technician,serious,60,"[60, 130, 80, 60, 60, 70]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/286.png,False,False,generation-iii,"{'recebe_dano_duplo': ['psychic', 'fairy', 'poison', 'ice', 'fire', 'bug', 'flying'], 'recebe_dano_metade': ['water', 'dark', 'grass', 'rock', 'ground', 'bug', 'electric'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['water', 'steel', 'dark', 'rock', 'ice', 'ground', 'normal'], 'causa_dano_metade': ['steel', 'psychic', 'fairy', 'grass', 'poison', 'dragon', 'fire', 'bug', 'flying'], 'causa_dano_zero': ['ghost']}"
287,slakoth,1,male,['normal'],"['smelling-salts', 'double-edge']",truant,bashful,60,"[60, 60, 60, 35, 35, 30]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/287.png,False,False,generation-iii,"{'recebe_dano_duplo': ['fighting'], 'recebe_dano_metade': [], 'recebe_dano_zero': ['ghost'], 'causa_dano_duplo': [], 'causa_dano_metade': ['rock', 'steel'], 'causa_dano_zero': ['ghost']}"
288,vigoroth,1,genderless,['normal'],"['feint', 'odor-sleuth']",vital-spirit,docile,80,"[80, 80, 80, 55, 55, 90]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/288.png,False,False,generation-iii,"{'recebe_dano_duplo': ['fighting'], 'recebe_dano_metade': [], 'recebe_dano_zero': ['ghost'], 'causa_dano_duplo': [], 'causa_dano_metade': ['rock', 'steel'], 'causa_dano_zero': ['ghost']}"
289,slaking,1,genderless,['normal'],"['yawn', 'wrap']",truant,docile,150,"[150, 160, 100, 65, 95, 100]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/289.png,False,False,generation-iii,"{'recebe_dano_duplo': ['fighting'], 'recebe_dano_metade': [], 'recebe_dano_zero': ['ghost'], 'causa_dano_duplo': [], 'causa_dano_metade': ['rock', 'steel'], 'causa_dano_zero': ['ghost']}"
290,nincada,1,female,"['bug', 'ground']","['u-turn', 'attack-order']",compound-eyes,bashful,31,"[31, 45, 90, 30, 30, 40]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/290.png,False,False,generation-iii,"{'recebe_dano_duplo': ['water', 'grass', 'rock', 'ice', 'fire', 'flying'], 'recebe_dano_metade': ['grass', 'rock', 'poison', 'fighting', 'ground'], 'recebe_dano_zero': ['electric'], 'causa_dano_duplo': ['steel', 'dark', 'psychic', 'grass', 'rock', 'poison', 'fire', 'electric'], 'causa_dano_metade': ['ghost', 'steel', 'fairy', 'grass', 'poison', 'fighting', 'fire', 'bug', 'flying'], 'causa_dano_zero': ['flying']}"
291,ninjask,1,female,"['bug', 'flying']","['defend-order', 'tailwind']",speed-boost,serious,61,"[61, 90, 45, 50, 50, 160]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/291.png,False,False,generation-iii,"{'recebe_dano_duplo': ['rock', 'ice', 'fire', 'flying', 'electric'], 'recebe_dano_metade': ['fighting', 'bug', 'grass', 'ground'], 'recebe_dano_zero': ['ground'], 'causa_dano_duplo': ['dark', 'psychic', 'grass', 'fighting', 'bug'], 'causa_dano_metade': ['ghost', 'steel', 'fairy', 'poison', 'rock', 'fighting', 'fire', 'flying', 'electric'], 'causa_dano_zero': []}"
292,shedinja,1,male,"['bug', 'ghost']","['shadow-sneak', 'shadow-sneak']",wonder-guard,docile,1,"[1, 90, 45, 30, 30, 40]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/292.png,False,False,generation-iii,"{'recebe_dano_duplo': ['ghost', 'dark', 'rock', 'fire', 'flying'], 'recebe_dano_metade': ['grass', 'poison', 'fighting', 'ground', 'bug'], 'recebe_dano_zero': ['fighting', 'normal'], 'causa_dano_duplo': ['ghost', 'grass', 'dark', 'psychic'], 'causa_dano_metade': ['ghost', 'steel', 'dark', 'fairy', 'poison', 'fighting', 'fire', 'flying'], 'causa_dano_zero': ['normal']}"
293,whismur,1,male,['normal'],"['strength', 'disable']",soundproof,bashful,64,"[64, 51, 23, 23, 51, 28]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/293.png,False,False,generation-iii,"{'recebe_dano_duplo': ['fighting'], 'recebe_dano_metade': [], 'recebe_dano_zero': ['ghost'], 'causa_dano_duplo': [], 'causa_dano_metade': ['rock', 'steel'], 'causa_dano_zero': ['ghost']}"
294,loudred,1,female,['normal'],"['guillotine', 'take-down']",scrappy,quirky,84,"[84, 71, 43, 43, 71, 48]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/294.png,False,False,generation-iii,"{'recebe_dano_duplo': ['fighting'], 'recebe_dano_metade': [], 'recebe_dano_zero': ['ghost'], 'causa_dano_duplo': [], 'causa_dano_metade': ['rock', 'steel'], 'causa_dano_zero': ['ghost']}"
295,exploud,1,genderless,['normal'],"['swords-dance', 'captivate']",soundproof,docile,104,"[104, 91, 63, 73, 91, 68]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/295.png,False,False,generation-iii,"{'recebe_dano_duplo': ['fighting'], 'recebe_dano_metade': [], 'recebe_dano_zero': ['ghost'], 'causa_dano_duplo': [], 'causa_dano_metade': ['rock', 'steel'], 'causa_dano_zero': ['ghost']}"
296,makuhita,1,male,['fighting'],"['force-palm', 'superpower']",thick-fat,serious,72,"[72, 60, 30, 30, 20, 25]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/296.png,False,False,generation-iii,"{'recebe_dano_duplo': ['fairy', 'psychic', 'flying'], 'recebe_dano_metade': ['bug', 'rock', 'dark'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['steel', 'dark', 'rock', 'ice', 'normal'], 'causa_dano_metade': ['psychic', 'fairy', 'poison', 'bug', 'flying'], 'causa_dano_zero': ['ghost']}"
297,hariyama,1,genderless,['fighting'],"['sky-uppercut', 'brick-break']",guts,quirky,144,"[144, 120, 60, 60, 40, 50]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/297.png,False,False,generation-iii,"{'recebe_dano_duplo': ['fairy', 'psychic', 'flying'], 'recebe_dano_metade': ['bug', 'rock', 'dark'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['steel', 'dark', 'rock', 'ice', 'normal'], 'causa_dano_metade': ['psychic', 'fairy', 'poison', 'bug', 'flying'], 'causa_dano_zero': ['ghost']}"
298,azurill,1,genderless,"['normal', 'fairy']","['conversion-2', 'minimize']",huge-power,bashful,50,"[50, 20, 40, 40, 20, 20]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/298.png,False,False,generation-iii,"{'recebe_dano_duplo': ['fighting', 'poison', 'steel'], 'recebe_dano_metade': ['fighting', 'bug', 'dark'], 'recebe_dano_zero': ['ghost', 'dragon'], 'causa_dano_duplo': ['fighting', 'dragon', 'dark'], 'causa_dano_metade': ['fire', 'rock', 'steel', 'poison'], 'causa_dano_zero': ['ghost']}"
299,nosepass,1,female,['rock'],"['rock-slide', 'rock-throw']",magnet-pull,hardy,30,"[30, 45, 135, 90, 45, 30]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/299.png,False,False,generation-iii,"{'recebe_dano_duplo': ['water', 'steel', 'grass', 'fighting', 'ground'], 'recebe_dano_metade': ['fire', 'poison', 'flying', 'normal'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fire', 'bug', 'flying', 'ice'], 'causa_dano_metade': ['fighting', 'steel', 'ground'], 'causa_dano_zero': []}"
300,skitty,1,male,['normal'],"['skull-bash', 'flash']",cute-charm,serious,50,"[50, 45, 45, 35, 35, 50]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/300.png,False,False,generation-iii,"{'recebe_dano_duplo': ['fighting'], 'recebe_dano_metade': [], 'recebe_dano_zero': ['ghost'], 'causa_dano_duplo': [], 'causa_dano_metade': ['rock', 'steel'], 'causa_dano_zero': ['ghost']}"
301,delcatty,1,genderless,['normal'],"['guillotine', 'smokescreen']",normalize,serious,70,"[70, 65, 65, 55, 55, 90]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/301.png,False,False,generation-iii,"{'recebe_dano_duplo': ['fighting'], 'recebe_dano_metade': [], 'recebe_dano_zero': ['ghost'], 'causa_dano_duplo': [], 'causa_dano_metade': ['rock', 'steel'], 'causa_dano_zero': ['ghost']}"
302,sableye,1,male,"['dark', 'ghost']","['shadow-punch', 'destiny-bond']",keen-eye,hardy,50,"[50, 75, 75, 65, 65, 50]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/302.png,False,False,generation-iii,"{'recebe_dano_duplo': ['ghost', 'dark', 'fairy', 'fighting', 'bug'], 'recebe_dano_metade': ['ghost', 'bug', 'poison', 'dark'], 'recebe_dano_zero': ['fighting', 'psychic', 'normal'], 'causa_dano_duplo': ['ghost', 'psychic'], 'causa_dano_metade': ['fairy', 'fighting', 'dark'], 'causa_dano_zero': ['normal']}"
303,mawile,1,male,"['steel', 'fairy']","['doom-desire', 'doom-desire']",hyper-cutter,docile,50,"[50, 85, 85, 55, 55, 50]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/303.png,False,False,generation-iii,"{'recebe_dano_duplo': ['steel', 'poison', 'fighting', 'fire', 'ground'], 'recebe_dano_metade': ['steel', 'psychic', 'dark', 'fairy', 'grass', 'rock', 'dragon', 'fighting', 'ice', 'bug', 'flying', 'normal'], 'recebe_dano_zero': ['poison', 'dragon'], 'causa_dano_duplo': ['dark', 'fairy', 'rock', 'dragon', 'fighting', 'ice'], 'causa_dano_metade': ['water', 'steel', 'poison', 'fire', 'electric'], 'causa_dano_zero': []}"
304,aron,1,female,"['steel', 'rock']","['metal-sound', 'iron-defense']",rock-head,bashful,50,"[50, 70, 100, 40, 40, 30]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/304.png,False,False,generation-iii,"{'recebe_dano_duplo': ['water', 'steel', 'grass', 'fighting', 'fire', 'ground'], 'recebe_dano_metade': ['steel', 'psychic', 'fairy', 'grass', 'rock', 'dragon', 'poison', 'ice', 'fire', 'bug', 'flying', 'normal'], 'recebe_dano_zero': ['poison'], 'causa_dano_duplo': ['fairy', 'rock', 'ice', 'fire', 'bug', 'flying'], 'causa_dano_metade': ['water', 'steel', 'fighting', 'fire', 'ground', 'electric'], 'causa_dano_zero': []}"
305,lairon,1,female,"['steel', 'rock']","['stone-edge', 'bullet-punch']",rock-head,hardy,60,"[60, 90, 140, 50, 50, 40]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/305.png,False,False,generation-iii,"{'recebe_dano_duplo': ['water', 'steel', 'grass', 'fighting', 'fire', 'ground'], 'recebe_dano_metade': ['steel', 'psychic', 'fairy', 'grass', 'rock', 'dragon', 'poison', 'ice', 'fire', 'bug', 'flying', 'normal'], 'recebe_dano_zero': ['poison'], 'causa_dano_duplo': ['fairy', 'rock', 'ice', 'fire', 'bug', 'flying'], 'causa_dano_metade': ['water', 'steel', 'fighting', 'fire', 'ground', 'electric'], 'causa_dano_zero': []}"
306,aggron,1,genderless,"['steel', 'rock']","['magnet-bomb', 'iron-head']",sturdy,docile,70,"[70, 110, 180, 60, 60, 50]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/306.png,False,False,generation-iii,"{'recebe_dano_duplo': ['water', 'steel', 'grass', 'fighting', 'fire', 'ground'], 'recebe_dano_metade': ['steel', 'psychic', 'fairy', 'grass', 'rock', 'dragon', 'poison', 'ice', 'fire', 'bug', 'flying', 'normal'], 'recebe_dano_zero': ['poison'], 'causa_dano_duplo': ['fairy', 'rock', 'ice', 'fire', 'bug', 'flying'], 'causa_dano_metade': ['water', 'steel', 'fighting', 'fire', 'ground', 'electric'], 'causa_dano_zero': []}"
307,meditite,1,male,"['fighting', 'psychic']","['dream-eater', 'dynamic-punch']",pure-power,docile,30,"[30, 40, 55, 55, 40, 60]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/307.png,False,False,generation-iii,"{'recebe_dano_duplo': ['ghost', 'psychic', 'dark', 'fairy', 'bug', 'flying'], 'recebe_dano_metade': ['dark', 'psychic', 'rock', 'fighting', 'bug'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['steel', 'dark', 'rock', 'poison', 'fighting', 'ice', 'normal'], 'causa_dano_metade': ['steel', 'psychic', 'fairy', 'poison', 'bug', 'flying'], 'causa_dano_zero': ['ghost', 'dark']}"
308,medicham,1,genderless,"['fighting', 'psychic']","['sky-uppercut', 'extrasensory']",pure-power,serious,60,"[60, 60, 75, 75, 60, 80]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/308.png,False,False,generation-iii,"{'recebe_dano_duplo': ['ghost', 'psychic', 'dark', 'fairy', 'bug', 'flying'], 'recebe_dano_metade': ['dark', 'psychic', 'rock', 'fighting', 'bug'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['steel', 'dark', 'rock', 'poison', 'fighting', 'ice', 'normal'], 'causa_dano_metade': ['steel', 'psychic', 'fairy', 'poison', 'bug', 'flying'], 'causa_dano_zero': ['ghost', 'dark']}"
309,electrike,1,genderless,['electric'],"['thunder-wave', 'charge-beam']",lightning-rod,quirky,40,"[40, 45, 40, 40, 65, 65]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/309.png,False,False,generation-iii,"{'recebe_dano_duplo': ['ground'], 'recebe_dano_metade': ['steel', 'flying', 'electric'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['water', 'flying'], 'causa_dano_metade': ['grass', 'dragon', 'electric'], 'causa_dano_zero': ['ground']}"
310,manectric,1,genderless,['electric'],"['charge', 'charge-beam']",lightning-rod,hardy,70,"[70, 75, 60, 60, 105, 105]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/310.png,False,False,generation-iii,"{'recebe_dano_duplo': ['ground'], 'recebe_dano_metade': ['steel', 'flying', 'electric'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['water', 'flying'], 'causa_dano_metade': ['grass', 'dragon', 'electric'], 'causa_dano_zero': ['ground']}"
311,plusle,1,female,['electric'],"['magnet-rise', 'thunder-shock']",plus,hardy,60,"[60, 50, 40, 75, 85, 95]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/311.png,False,False,generation-iii,"{'recebe_dano_duplo': ['ground'], 'recebe_dano_metade': ['steel', 'flying', 'electric'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['water', 'flying'], 'causa_dano_metade': ['grass', 'dragon', 'electric'], 'causa_dano_zero': ['ground']}"
312,minun,1,genderless,['electric'],"['magnet-rise', 'charge-beam']",minus,quirky,60,"[60, 40, 50, 85, 75, 95]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/312.png,False,False,generation-iii,"{'recebe_dano_duplo': ['ground'], 'recebe_dano_metade': ['steel', 'flying', 'electric'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['water', 'flying'], 'causa_dano_metade': ['grass', 'dragon', 'electric'], 'causa_dano_zero': ['ground']}"
313,volbeat,1,female,['bug'],"['pin-missile', 'silver-wind']",illuminate,serious,65,"[65, 73, 75, 85, 47, 85]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/313.png,False,False,generation-iii,"{'recebe_dano_duplo': ['fire', 'rock', 'flying'], 'recebe_dano_metade': ['fighting', 'grass', 'ground'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['grass', 'dark', 'psychic'], 'causa_dano_metade': ['ghost', 'steel', 'fairy', 'poison', 'fighting', 'fire', 'flying'], 'causa_dano_zero': []}"
314,illumise,1,male,['bug'],"['defend-order', 'u-turn']",oblivious,bashful,65,"[65, 47, 75, 85, 73, 85]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/314.png,False,False,generation-iii,"{'recebe_dano_duplo': ['fire', 'rock', 'flying'], 'recebe_dano_metade': ['fighting', 'grass', 'ground'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['grass', 'dark', 'psychic'], 'causa_dano_metade': ['ghost', 'steel', 'fairy', 'poison', 'fighting', 'fire', 'flying'], 'causa_dano_zero': []}"
315,roselia,1,genderless,"['grass', 'poison']","['stun-spore', 'mega-drain']",leaf-guard,bashful,50,"[50, 60, 45, 80, 100, 65]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/315.png,False,False,generation-iii,"{'recebe_dano_duplo': ['psychic', 'poison', 'ice', 'fire', 'ground', 'bug', 'flying'], 'recebe_dano_metade': ['water', 'fairy', 'grass', 'poison', 'fighting', 'ground', 'bug', 'electric'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['water', 'fairy', 'grass', 'rock', 'ground'], 'causa_dano_metade': ['ghost', 'steel', 'grass', 'poison', 'dragon', 'rock', 'fire', 'ground', 'bug', 'flying'], 'causa_dano_zero': ['steel']}"
316,gulpin,1,genderless,['poison'],"['poison-tail', 'sludge-bomb']",liquid-ooze,docile,70,"[70, 43, 53, 53, 43, 40]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/316.png,False,False,generation-iii,"{'recebe_dano_duplo': ['ground', 'psychic'], 'recebe_dano_metade': ['fairy', 'grass', 'poison', 'fighting', 'bug'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fairy', 'grass'], 'causa_dano_metade': ['rock', 'ground', 'poison', 'ghost'], 'causa_dano_zero': ['steel']}"
317,swalot,1,genderless,['poison'],"['poison-jab', 'cross-poison']",sticky-hold,serious,100,"[100, 73, 83, 83, 73, 55]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/317.png,False,False,generation-iii,"{'recebe_dano_duplo': ['ground', 'psychic'], 'recebe_dano_metade': ['fairy', 'grass', 'poison', 'fighting', 'bug'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fairy', 'grass'], 'causa_dano_metade': ['rock', 'ground', 'poison', 'ghost'], 'causa_dano_zero': ['steel']}"
318,carvanha,1,male,"['water', 'dark']","['fake-tears', 'payback']",speed-boost,quirky,45,"[45, 90, 20, 20, 65, 65]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/318.png,False,False,generation-iii,"{'recebe_dano_duplo': ['fairy', 'grass', 'fighting', 'bug', 'electric'], 'recebe_dano_metade': ['ghost', 'water', 'steel', 'dark', 'ice', 'fire'], 'recebe_dano_zero': ['psychic'], 'causa_dano_duplo': ['ghost', 'psychic', 'rock', 'fire', 'ground'], 'causa_dano_metade': ['water', 'dark', 'fairy', 'grass', 'dragon', 'fighting'], 'causa_dano_zero': []}"
319,sharpedo,1,female,"['water', 'dark']","['dark-void', 'thief']",rough-skin,bashful,70,"[70, 120, 40, 40, 95, 95]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/319.png,False,False,generation-iii,"{'recebe_dano_duplo': ['fairy', 'grass', 'fighting', 'bug', 'electric'], 'recebe_dano_metade': ['ghost', 'water', 'steel', 'dark', 'ice', 'fire'], 'recebe_dano_zero': ['psychic'], 'causa_dano_duplo': ['ghost', 'psychic', 'rock', 'fire', 'ground'], 'causa_dano_metade': ['water', 'dark', 'fairy', 'grass', 'dragon', 'fighting'], 'causa_dano_zero': []}"
320,wailmer,1,female,['water'],"['rain-dance', 'dive']",oblivious,quirky,130,"[130, 70, 35, 35, 70, 60]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/320.png,False,False,generation-iii,"{'recebe_dano_duplo': ['grass', 'electric'], 'recebe_dano_metade': ['fire', 'water', 'steel', 'ice'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fire', 'ground', 'rock'], 'causa_dano_metade': ['grass', 'water', 'dragon'], 'causa_dano_zero': []}"
321,wailord,1,female,['water'],"['water-pulse', 'aqua-tail']",oblivious,bashful,170,"[170, 90, 45, 45, 90, 60]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/321.png,False,False,generation-iii,"{'recebe_dano_duplo': ['grass', 'electric'], 'recebe_dano_metade': ['fire', 'water', 'steel', 'ice'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fire', 'ground', 'rock'], 'causa_dano_metade': ['grass', 'water', 'dragon'], 'causa_dano_zero': []}"
322,numel,1,male,"['fire', 'ground']","['bonemerang', 'flamethrower']",oblivious,hardy,60,"[60, 60, 40, 45, 65, 35]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/322.png,False,False,generation-iii,"{'recebe_dano_duplo': ['water', 'grass', 'rock', 'ice', 'ground'], 'recebe_dano_metade': ['steel', 'fairy', 'grass', 'poison', 'rock', 'ice', 'fire', 'bug'], 'recebe_dano_zero': ['electric'], 'causa_dano_duplo': ['steel', 'grass', 'poison', 'rock', 'ice', 'fire', 'bug', 'electric'], 'causa_dano_metade': ['water', 'grass', 'rock', 'dragon', 'fire', 'bug'], 'causa_dano_zero': ['flying']}"
323,camerupt,1,genderless,"['fire', 'ground']","['fire-spin', 'eruption']",magma-armor,quirky,70,"[70, 100, 70, 75, 105, 40]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/323.png,False,False,generation-iii,"{'recebe_dano_duplo': ['water', 'grass', 'rock', 'ice', 'ground'], 'recebe_dano_metade': ['steel', 'fairy', 'grass', 'poison', 'rock', 'ice', 'fire', 'bug'], 'recebe_dano_zero': ['electric'], 'causa_dano_duplo': ['steel', 'grass', 'poison', 'rock', 'ice', 'fire', 'bug', 'electric'], 'causa_dano_metade': ['water', 'grass', 'rock', 'dragon', 'fire', 'bug'], 'causa_dano_zero': ['flying']}"
